Study,Trt,Cow,Period,FCM
32,A,51,2,65.8
32,B,51,3,53.19
32,C,52,1,31.5
32,B,52,2,34.18
32,A,52,3,35.88
32,A,53,1,50.33
32,C,53,2,31.65
32,B,53,3,28.59
32,B,54,1,40.41
32,A,54,2,38.89
32,C,54,3,32.74
33,A,1,1,54.4
33,B,1,2,50.89
33,C,1,3,49.9
33,B,2,1,37.62
33,C,2,2,43.56
33,A,2,3,38.5
33,C,3,1,36.66
33,A,3,2,39.88
33,B,3,3,38.09
33,C,4,1,30.48
33,B,4,2,29.82
33,A,4,3,31.56
33,A,5,1,54.27
33,C,5,2,55.42
33,B,5,3,41.05
33,B,6,1,31.28
33,A,6,2,48.15
33,C,6,3,31.04
33,A,7,1,51.88
33,B,7,2,44.22
33,C,7,3,44.43
33,B,8,1,32.45
33,C,8,2,35.69
33,A,8,3,40.71
33,C,9,1,40.98
33,A,9,2,31.61
33,B,9,3,28.49
33,C,10,1,42.22
33,B,10,2,39.46
33,A,10,3,49.46
33,A,11,1,47.01
33,C,11,2,34.64
33,B,11,3,24.31
33,B,12,1,31.42
33,A,12,2,40.76
33,C,12,3,36.23
33,A,13,1,64.17
33,B,13,2,59.35
33,C,13,3,63.21
33,B,14,1,27.76
33,C,14,2,17.96
33,A,14,3,31.87
33,C,15,1,44.77
33,A,15,2,47.4
33,B,15,3,41.4
33,C,16,1,49.39
33,B,16,2,30.46
33,A,16,3,46.07
33,A,17,1,50.63
33,C,17,2,48.72
33,B,17,3,37.65
33,B,18,1,49.81
33,A,18,2,49.57
33,C,18,3,42.19
33,A,19,1,43.8
33,B,19,2,33.39
33,C,19,3,39.37
33,B,20,1,37.6
33,C,20,2,35.69
33,A,20,3,34.04
33,C,21,1,47.78
33,A,21,2,44.41
33,B,21,3,42.57
33,C,22,1,44.58
33,B,22,2,42.9
33,A,22,3,41.07
33,A,23,1,43.56
33,C,23,2,43.36
33,B,23,3,42
33,B,24,1,34.99
33,A,24,2,34.64
33,C,24,3,39.22
33,A,25,1,47.21
33,B,25,2,34.73
33,C,25,3,31.09
33,B,26,1,29.47
33,C,26,2,32.67
33,A,26,3,30.11
33,C,27,1,41.33
33,A,27,2,44.67
33,B,27,3,37.58
33,C,28,1,41.61
33,B,28,2,33.04
33,A,28,3,37.99
33,A,29,1,44.67
33,C,29,2,42
33,B,29,3,25.68
33,B,30,1,48.26
33,A,30,2,39.77
33,C,30,3,45.79
33,A,31,1,45.69
33,B,31,2,45.96
33,C,31,3,47.42
33,B,32,1,52.25
33,C,32,2,44.6
33,A,32,3,49.71
33,C,33,1,50.29
33,A,33,2,37.82
33,B,33,3,34.42
33,C,34,1,37.59
33,B,34,2,41.32
33,A,34,3,35.4
33,A,35,1,34.48
33,C,35,2,39.73
33,B,35,3,26.08
33,B,36,1,30.11
33,A,36,2,46.45
33,C,36,3,37.13
33,A,37,1,40.86
33,B,37,2,35.72
33,C,37,3,40.09
33,B,38,1,42.7
33,C,38,2,49.21
33,A,38,3,48.27
33,C,39,1,38.81
33,A,39,2,43.19
33,B,39,3,28.93
33,C,40,1,41.77
33,B,40,2,44.66
33,A,40,3,38.6
33,A,41,1,47.6
33,C,41,2,40.84
33,B,41,3,48.3
33,B,42,1,38.14
33,A,42,2,42.24
33,C,42,3,43.63
33,A,43,1,39.22
33,B,43,2,41.3
33,C,43,3,47.29
33,B,44,1,49.11
33,C,44,2,38.8
33,A,44,3,47.13
33,C,45,1,49.27
33,A,45,2,49.3
33,B,45,3,41.32
33,C,46,1,30.23
33,B,46,2,32.05
33,A,46,3,33.15
33,A,47,1,37.07
33,C,47,2,42.2
33,B,47,3,30.13
33,B,48,1,47.19
33,A,48,2,47.59
33,C,48,3,32.67
33,A,49,1,50.34
33,B,49,2,47.66
33,C,49,3,46.9
33,B,50,1,40.77
33,C,50,2,53.97
33,A,50,3,45.77
33,C,51,1,46.84
33,A,51,2,31.75
33,B,51,3,31.19
33,C,52,1,40.21
33,B,52,2,24.71
33,A,52,3,44.02
33,A,53,1,46.57
33,C,53,2,40.45
33,B,53,3,38.77
33,B,54,1,47.55
33,A,54,2,61.57
33,C,54,3,37.7
33,A,55,1,30.78
33,B,55,2,30.36
33,C,55,3,44.54
33,B,56,1,36.74
33,C,56,2,48.2
33,A,56,3,44.76
33,C,57,1,53.15
33,A,57,2,45.25
33,B,57,3,40.37
33,C,58,1,36.27
33,B,58,2,43.35
33,A,58,3,46.75
33,A,59,1,39.34
33,C,59,2,31.07
33,B,59,3,28.36
33,B,60,1,41.47
33,A,60,2,46.33
33,C,60,3,34.05
34,A,1,1,47.17
34,B,1,2,53.55
34,C,1,3,42.33
34,B,2,1,51.06
34,C,2,2,38.96
34,A,2,3,37.61
34,C,3,1,46.09
34,A,3,2,52.02
34,B,3,3,51.26
34,C,4,1,36.73
34,B,4,2,47.22
34,A,4,3,37.21
34,A,5,1,47.75
34,C,5,2,39.61
34,B,5,3,43.49
34,B,6,1,46.42
34,A,6,2,41.3
34,C,6,3,39.93
34,A,7,1,36.72
34,B,7,2,36.77
34,C,7,3,37.08
34,B,8,1,42.01
34,C,8,2,30.89
34,A,8,3,49.58
34,C,9,1,38.02
34,A,9,2,32.97
34,B,9,3,34.77
34,C,10,1,27.04
34,B,10,2,29.47
34,A,10,3,31.07
34,A,11,1,48.27
34,C,11,2,35.21
34,B,11,3,42.5
34,B,12,1,46.55
34,A,12,2,49.49
34,C,12,3,36.94
34,A,13,1,45.65
34,B,13,2,60.26
34,C,13,3,41.67
34,B,14,1,42.78
34,C,14,2,40.94
34,A,14,3,43.49
34,C,15,1,41.02
34,A,15,2,40.66
34,B,15,3,43.8
34,C,16,1,47.23
34,B,16,2,41.34
34,A,16,3,42.16
34,A,17,1,39.36
34,C,17,2,33.52
34,B,17,3,43.99
34,B,18,1,57.28
34,A,18,2,45.1
34,C,18,3,40.13
34,A,19,1,44.77
34,B,19,2,46.37
34,C,19,3,30.02
34,B,20,1,40.99
34,C,20,2,39.97
34,A,20,3,40.52
34,C,21,1,49.08
34,A,21,2,40.34
34,B,21,3,39.86
34,C,22,1,50.28
34,B,22,2,50.31
34,A,22,3,47.81
34,A,23,1,54.37
34,C,23,2,50.04
34,B,23,3,45.15
34,B,24,1,38.73
34,A,24,2,32.39
34,C,24,3,33.25
34,A,25,1,42.21
34,B,25,2,39.34
34,C,25,3,47.03
34,B,26,1,46.11
34,C,26,2,41.53
34,A,26,3,39.72
34,C,27,1,33.92
34,A,27,2,34.69
34,B,27,3,38.16
34,C,28,1,46.31
34,B,28,2,46.26
34,A,28,3,47.41
34,A,29,1,41.68
34,C,29,2,42.3
34,B,29,3,43.84
34,B,30,1,40.68
34,A,30,2,31.73
34,C,30,3,29.15
34,A,31,1,50.78
34,B,31,2,37.57
34,C,31,3,31.22
34,B,32,1,51.05
34,C,32,2,38.24
34,A,32,3,41.95
34,C,33,1,27.97
34,A,33,2,42.9
34,B,33,3,45.09
34,C,34,1,41.35
34,B,34,2,39.83
34,A,34,3,37.22
34,A,35,1,36.91
34,C,35,2,41.25
34,B,35,3,34.1
34,B,36,1,50.18
34,A,36,2,31.65
34,C,36,3,20.21
34,A,37,1,52.74
34,B,37,2,57.44
34,C,37,3,48.33
34,B,38,1,33.38
34,C,38,2,26.87
34,A,38,3,35.94
34,C,39,1,44.95
34,A,39,2,43.68
34,B,39,3,68.49
34,C,40,1,36.38
34,B,40,2,45.67
34,A,40,3,33.86
34,A,41,1,40.06
34,C,41,2,41.29
34,B,41,3,43.12
34,B,42,1,47.33
34,A,42,2,46.28
34,C,42,3,38.6
34,A,43,1,51.64
34,B,43,2,52.99
34,C,43,3,36.82
34,B,44,1,45.3
34,C,44,2,40.85
34,A,44,3,43.87
34,C,45,1,43.07
34,A,45,2,47.59
34,B,45,3,45.41
34,C,46,1,50.34
34,B,46,2,66.18
34,A,46,3,60.17
34,A,47,1,43.09
34,C,47,2,38.8
34,B,47,3,48.72
34,B,48,1,36.89
34,A,48,2,26.35
34,C,48,3,32.15
34,A,49,1,28.71
34,B,49,2,40.19
34,C,49,3,42.83
34,B,50,1,46.93
34,C,50,2,45.13
34,A,50,3,43.84
34,C,51,1,49.72
34,A,51,2,44.65
34,B,51,3,46.99
34,C,52,1,38.03
34,B,52,2,39.69
34,A,52,3,32.17
34,A,53,1,52.48
34,C,53,2,45.38
34,B,53,3,50.49
34,B,54,1,46.15
34,A,54,2,31.77
34,C,54,3,35.6
34,A,55,1,48.7
34,B,55,2,54.92
34,C,55,3,37.62
34,B,56,1,32.53
34,C,56,2,34.44
34,A,56,3,33.13
34,C,57,1,48.18
34,A,57,2,29.5
34,B,57,3,46.99
34,C,58,1,50.46
34,B,58,2,36.77
34,A,58,3,50.38
34,A,59,1,39.03
34,C,59,2,36.65
34,B,59,3,39.33
34,B,60,1,41.41
34,A,60,2,27.57
34,C,60,3,36.1
35,A,1,1,40.22
35,B,1,2,36.26
35,C,1,3,42.27
35,B,2,1,36.9
35,C,2,2,38.53
35,A,2,3,30.54
35,C,3,1,43.87
35,A,3,2,33.43
35,B,3,3,38.99
35,C,4,1,45.32
35,B,4,2,41.22
35,A,4,3,38.36
35,A,5,1,33.45
35,C,5,2,37.82
35,B,5,3,35.08
35,B,6,1,39.74
35,A,6,2,32.72
35,C,6,3,40.09
35,A,7,1,54.12
35,B,7,2,48.84
35,C,7,3,52.97
35,B,8,1,39.85
35,C,8,2,46.8
35,A,8,3,30.71
35,C,9,1,45.91
35,A,9,2,32.66
35,B,9,3,35.26
35,C,10,1,33.78
35,B,10,2,26.93
35,A,10,3,39.01
35,A,11,1,48.68
35,C,11,2,49.16
35,B,11,3,38.54
35,B,12,1,29.65
35,A,12,2,30.38
35,C,12,3,32.45
35,A,13,1,45.73
35,B,13,2,42.32
35,C,13,3,33.73
35,B,14,1,28.91
35,C,14,2,41.26
35,A,14,3,40.31
35,C,15,1,34.71
35,A,15,2,28.57
35,B,15,3,42.92
35,C,16,1,48.28
35,B,16,2,41.53
35,A,16,3,34.12
35,A,17,1,28.19
35,C,17,2,36.5
35,B,17,3,44.84
35,B,18,1,42.48
35,A,18,2,43.76
35,C,18,3,39.28
35,A,19,1,36.72
35,B,19,2,39.56
35,C,19,3,48.99
35,B,20,1,43.43
35,C,20,2,36.49
35,A,20,3,46.87
35,C,21,1,42.55
35,A,21,2,37.05
35,B,21,3,29.85
35,C,22,1,37.4
35,B,22,2,32.68
35,A,22,3,20.19
35,A,23,1,40.16
35,C,23,2,31.53
35,B,23,3,38.29
35,B,24,1,45.34
35,A,24,2,36.49
35,C,24,3,38.97
35,A,25,1,50.97
35,B,25,2,34.33
35,C,25,3,48.5
35,B,26,1,40.45
35,C,26,2,35.42
35,A,26,3,46.41
35,C,27,1,44.54
35,A,27,2,36.36
35,B,27,3,37.24
35,C,28,1,39.36
35,B,28,2,26.26
35,A,28,3,35.26
35,A,29,1,57.71
35,C,29,2,55.93
35,B,29,3,38.39
35,B,30,1,47.19
35,A,30,2,42.79
35,C,30,3,45.95
35,A,31,1,29.37
35,B,31,2,26.01
35,C,31,3,23.83
35,B,32,1,42.19
35,C,32,2,35.66
35,A,32,3,35.3
35,C,33,1,32.54
35,A,33,2,31.89
35,B,33,3,33.93
35,C,34,1,46.08
35,B,34,2,46.51
35,A,34,3,49.72
35,A,35,1,39.79
35,C,35,2,37.12
35,B,35,3,27.38
35,B,36,1,45.77
35,A,36,2,49.75
35,C,36,3,61.96
35,A,37,1,26.54
35,B,37,2,26.71
35,C,37,3,36.98
35,B,38,1,42.89
35,C,38,2,46.82
35,A,38,3,42.1
35,C,39,1,48.1
35,A,39,2,47.24
35,B,39,3,38.64
35,C,40,1,36.21
35,B,40,2,35.11
35,A,40,3,31.97
35,A,41,1,40.23
35,C,41,2,47.56
35,B,41,3,40.55
35,B,42,1,39.15
35,A,42,2,37.2
35,C,42,3,46.07
35,A,43,1,40.42
35,B,43,2,29.03
35,C,43,3,50.98
35,B,44,1,51.44
35,C,44,2,37.6
35,A,44,3,54.19
35,C,45,1,38.66
35,A,45,2,39.58
35,B,45,3,31.67
35,C,46,1,45.72
35,B,46,2,42.74
35,A,46,3,39.24
35,A,47,1,29.68
35,C,47,2,32.94
35,B,47,3,35.75
35,B,48,1,26.31
35,A,48,2,28.99
35,C,48,3,42.88
36,A,1,1,55.09
36,B,1,2,56.59
36,C,1,3,51.23
36,B,2,1,44.71
36,C,2,2,52.16
36,A,2,3,62.03
36,C,3,1,38.54
36,A,3,2,44.49
36,B,3,3,48.94
36,C,4,1,62.46
36,B,4,2,43.99
36,A,4,3,51.1
36,A,5,1,59.66
36,C,5,2,48.85
36,B,5,3,40.9
36,B,6,1,59.29
36,A,6,2,60.58
36,C,6,3,52.49
36,A,7,1,59.93
36,B,7,2,59
36,C,7,3,56.31
36,B,8,1,51.37
36,C,8,2,50.89
36,A,8,3,55.35
36,C,9,1,51.84
36,A,9,2,56.6
36,B,9,3,53.21
36,C,10,1,48.84
36,B,10,2,42.04
36,A,10,3,49.02
36,A,11,1,58.56
36,C,11,2,47.86
36,B,11,3,47.57
36,B,12,1,39.61
36,A,12,2,39.79
36,C,12,3,46.3
36,A,13,1,71.22
36,B,13,2,62.89
36,C,13,3,61.7
36,B,14,1,53.72
36,C,14,2,48.82
36,A,14,3,55.84
36,C,15,1,33.18
36,A,15,2,37.39
36,B,15,3,36.13
36,C,16,1,42.79
36,B,16,2,49.9
36,A,16,3,51.7
36,A,17,1,56.14
36,C,17,2,43.44
36,B,17,3,53.19
36,B,18,1,45.13
36,A,18,2,54.6
36,C,18,3,50.36
36,A,19,1,53.16
36,B,19,2,57.23
36,C,19,3,54.93
36,B,20,1,52.36
36,C,20,2,58.03
36,A,20,3,45.99
36,C,21,1,57.8
36,A,21,2,51.49
36,B,21,3,56.42
36,C,22,1,55.58
36,B,22,2,56.78
36,A,22,3,52.7
36,A,23,1,61.68
36,C,23,2,37.42
36,B,23,3,49.96
36,B,24,1,54.69
36,A,24,2,61.83
36,C,24,3,55.76
36,A,25,1,39.48
36,B,25,2,52.07
36,C,25,3,46.37
36,B,26,1,56.83
36,C,26,2,54.7
36,A,26,3,38.88
36,C,27,1,54.93
36,A,27,2,46.69
36,B,27,3,45.9
36,C,28,1,64.22
36,B,28,2,53.26
36,A,28,3,59.19
36,A,29,1,51.26
36,C,29,2,46.93
36,B,29,3,49.57
36,B,30,1,40.75
36,A,30,2,42.83
36,C,30,3,52.14
36,A,31,1,62.24
36,B,31,2,52.49
36,C,31,3,49.47
36,B,32,1,57.14
36,C,32,2,55.45
36,A,32,3,58.53
36,C,33,1,50.04
36,A,33,2,49.78
36,B,33,3,39.96
36,C,34,1,46.88
36,B,34,2,35.32
36,A,34,3,54.32
36,A,35,1,50.28
36,C,35,2,47.47
36,B,35,3,45.15
36,B,36,1,40.94
36,A,36,2,53.46
36,C,36,3,51.86
37,A,1,1,26.91
37,B,1,2,28.84
37,C,1,3,29.7
37,B,2,1,21.57
37,C,2,2,32.62
37,A,2,3,27.43
37,C,3,1,39.68
37,A,3,2,40.34
37,B,3,3,30.98
37,C,4,1,30.45
37,B,4,2,36.48
37,A,4,3,28.87
37,A,5,1,45.19
37,C,5,2,28.43
37,B,5,3,23.51
37,B,6,1,43.28
37,A,6,2,36.36
37,C,6,3,48.41
37,A,7,1,33.32
37,B,7,2,32.44
37,C,7,3,32.12
37,B,8,1,30
37,C,8,2,32.22
37,A,8,3,36.2
37,C,9,1,31.2
37,A,9,2,38.83
37,B,9,3,38.07
37,C,10,1,43.9
37,B,10,2,32.08
37,A,10,3,44.46
37,A,11,1,33.68
37,C,11,2,21.64
37,B,11,3,34.89
37,B,12,1,30.42
37,A,12,2,44.02
37,C,12,3,34.46
37,A,13,1,36.99
37,B,13,2,36.38
37,C,13,3,27.42
37,B,14,1,35.93
37,C,14,2,37.84
37,A,14,3,45.74
37,C,15,1,19.65
37,A,15,2,36.65
37,B,15,3,28.35
37,C,16,1,34.63
37,B,16,2,33.88
37,A,16,3,25.22
37,A,17,1,43.52
37,C,17,2,42.04
37,B,17,3,28.91
37,B,18,1,38.68
37,A,18,2,47
37,C,18,3,48.16
37,A,19,1,32.74
37,B,19,2,27.71
37,C,19,3,27.47
37,B,20,1,30.38
37,C,20,2,29.38
37,A,20,3,43.04
37,C,21,1,33.76
37,A,21,2,42.19
37,B,21,3,37.84
37,C,22,1,38.39
37,B,22,2,42.03
37,A,22,3,55.8
37,A,23,1,48.42
37,C,23,2,31.74
37,B,23,3,32.04
37,B,24,1,37.02
37,A,24,2,43.99
37,C,24,3,34.4
37,A,25,1,22.21
37,B,25,2,27.48
37,C,25,3,23.32
37,B,26,1,41.04
37,C,26,2,28.51
37,A,26,3,49.79
37,C,27,1,42.69
37,A,27,2,40.98
37,B,27,3,46.33
37,C,28,1,31.69
37,B,28,2,38.92
37,A,28,3,47.02
37,A,29,1,40.49
37,C,29,2,30.02
37,B,29,3,27.27
37,B,30,1,33.08
37,A,30,2,32.58
37,C,30,3,32.61
37,A,31,1,47.38
37,B,31,2,49.08
37,C,31,3,48.59
37,B,32,1,39.6
37,C,32,2,38.87
37,A,32,3,42.63
37,C,33,1,39.38
37,A,33,2,44.69
37,B,33,3,38.51
37,C,34,1,35.42
37,B,34,2,34.71
37,A,34,3,35.56
37,A,35,1,44.08
37,C,35,2,40.77
37,B,35,3,42.77
37,B,36,1,38.21
37,A,36,2,29.98
37,C,36,3,43.49
38,A,1,1,55.59
38,B,1,2,47.52
38,C,1,3,55.27
38,B,2,1,37.24
38,C,2,2,42.71
38,A,2,3,44.58
38,C,3,1,53.46
38,A,3,2,56.52
38,B,3,3,49.97
38,C,4,1,41.55
38,B,4,2,48.7
38,A,4,3,52.99
38,A,5,1,66.64
38,C,5,2,53.78
38,B,5,3,46.13
38,B,6,1,46.28
38,A,6,2,45.58
38,C,6,3,29.96
38,A,7,1,43.15
38,B,7,2,36.49
38,C,7,3,46.5
38,B,8,1,53.07
38,C,8,2,41.45
38,A,8,3,55.91
38,C,9,1,39.95
38,A,9,2,50.69
38,B,9,3,46.73
38,C,10,1,36.52
38,B,10,2,35.5
38,A,10,3,42.68
38,A,11,1,54.4
38,C,11,2,41.07
38,B,11,3,42.3
38,B,12,1,43.62
38,A,12,2,62.18
38,C,12,3,42.81
38,A,13,1,51.81
38,B,13,2,55.1
38,C,13,3,42.03
38,B,14,1,40.32
38,C,14,2,28.81
38,A,14,3,53.38
38,C,15,1,34.26
38,A,15,2,52.13
38,B,15,3,42.14
38,C,16,1,46.23
38,B,16,2,50.46
38,A,16,3,48.1
38,A,17,1,44.49
38,C,17,2,42.1
38,B,17,3,41.49
38,B,18,1,41.74
38,A,18,2,41.57
38,C,18,3,42.16
38,A,19,1,49.07
38,B,19,2,31.9
38,C,19,3,44.68
38,B,20,1,39
38,C,20,2,36.54
38,A,20,3,56.11
38,C,21,1,24.6
38,A,21,2,43.35
38,B,21,3,39.42
38,C,22,1,46.37
38,B,22,2,40.92
38,A,22,3,56.86
38,A,23,1,49.8
38,C,23,2,49.53
38,B,23,3,47.78
38,B,24,1,44.58
38,A,24,2,53.63
38,C,24,3,46.66
38,A,25,1,48.63
38,B,25,2,35
38,C,25,3,38.83
38,B,26,1,39.26
38,C,26,2,44.78
38,A,26,3,39.94
38,C,27,1,42.06
38,A,27,2,41.2
38,B,27,3,39.92
38,C,28,1,36.52
38,B,28,2,41.48
38,A,28,3,35.57
38,A,29,1,51.82
38,C,29,2,54.97
38,B,29,3,49.01
38,B,30,1,46.32
38,A,30,2,61.34
38,C,30,3,49.74
39,A,1,1,51.11
39,B,1,2,37.9
39,C,1,3,40.36
39,B,2,1,41.6
39,C,2,2,45.81
39,A,2,3,49.91
39,C,3,1,49.24
39,A,3,2,49.45
39,B,3,3,41.17
39,C,4,1,33.5
39,B,4,2,30.19
39,A,4,3,43.85
39,A,5,1,41.62
39,C,5,2,33.8
39,B,5,3,37.24
39,B,6,1,45.25
39,A,6,2,36.15
39,C,6,3,43.75
39,A,7,1,46.36
39,B,7,2,32.06
39,C,7,3,49.97
39,B,8,1,32.37
39,C,8,2,36.08
39,A,8,3,43.11
39,C,9,1,38.87
39,A,9,2,29.98
39,B,9,3,39.26
39,C,10,1,34.69
39,B,10,2,26.66
39,A,10,3,38.07
39,A,11,1,43.71
39,C,11,2,33.74
39,B,11,3,35.54
39,B,12,1,36.46
39,A,12,2,42.18
39,C,12,3,31.09
39,A,13,1,39.53
39,B,13,2,34.68
39,C,13,3,45.13
39,B,14,1,37.48
39,C,14,2,48.92
39,A,14,3,48.48
39,C,15,1,42.32
39,A,15,2,45.16
39,B,15,3,32.9
39,C,16,1,34.39
39,B,16,2,33.59
39,A,16,3,36.39
39,A,17,1,47.94
39,C,17,2,35.25
39,B,17,3,38.17
39,B,18,1,34.66
39,A,18,2,36.23
39,C,18,3,52.35
39,A,19,1,49.19
39,B,19,2,24.7
39,C,19,3,30.66
39,B,20,1,42.23
39,C,20,2,41.66
39,A,20,3,47.84
39,C,21,1,45.04
39,A,21,2,34.54
39,B,21,3,40.31
39,C,22,1,48.37
39,B,22,2,36.92
39,A,22,3,41.78
39,A,23,1,24.74
39,C,23,2,22.67
39,B,23,3,30.12
39,B,24,1,27.73
39,A,24,2,28.78
39,C,24,3,33.49
40,A,1,1,53.04
40,B,1,2,42.75
40,C,1,3,41.52
40,B,2,1,27.57
40,C,2,2,31.8
40,A,2,3,48.84
40,C,3,1,49.91
40,A,3,2,57.87
40,B,3,3,54.53
40,C,4,1,46.13
40,B,4,2,44.49
40,A,4,3,51.18
40,A,5,1,44.87
40,C,5,2,38.16
40,B,5,3,41.06
40,B,6,1,56
40,A,6,2,56.7
40,C,6,3,44.29
40,A,7,1,53.64
40,B,7,2,54.76
40,C,7,3,46.78
40,B,8,1,38.38
40,C,8,2,36.94
40,A,8,3,42.68
40,C,9,1,26.81
40,A,9,2,41.8
40,B,9,3,29.16
40,C,10,1,43.16
40,B,10,2,39.83
40,A,10,3,46.8
40,A,11,1,39.74
40,C,11,2,40.94
40,B,11,3,43.09
40,B,12,1,47
40,A,12,2,48
40,C,12,3,44.19
40,A,13,1,46.8
40,B,13,2,23.43
40,C,13,3,33.72
40,B,14,1,37.66
40,C,14,2,35.76
40,A,14,3,43.49
40,C,15,1,49.45
40,A,15,2,49.14
40,B,15,3,46.96
40,C,16,1,44.37
40,B,16,2,31.68
40,A,16,3,38.31
40,A,17,1,32.69
40,C,17,2,31.53
40,B,17,3,37.38
40,B,18,1,43.36
40,A,18,2,56.03
40,C,18,3,54.22
40,A,19,1,34.73
40,B,19,2,36.63
40,C,19,3,34.93
40,B,20,1,49.69
40,C,20,2,33.12
40,A,20,3,30.41
40,C,21,1,48.71
40,A,21,2,61.2
40,B,21,3,38.71
40,C,22,1,31.54
40,B,22,2,39.48
40,A,22,3,35.95
40,A,23,1,43.55
40,C,23,2,48.2
40,B,23,3,45.05
40,B,24,1,33.5
40,A,24,2,41.56
40,C,24,3,32.23
40,A,25,1,58.69
40,B,25,2,55.17
40,C,25,3,38.02
40,B,26,1,47.36
40,C,26,2,43.75
40,A,26,3,47.46
40,C,27,1,33.16
40,A,27,2,44.93
40,B,27,3,49.72
40,C,28,1,44.41
40,B,28,2,46.8
40,A,28,3,53.86
40,A,29,1,47.91
40,C,29,2,44.21
40,B,29,3,48.91
40,B,30,1,39.18
40,A,30,2,42.61
40,C,30,3,28.44
40,A,31,1,59.3
40,B,31,2,45.12
40,C,31,3,41.44
40,B,32,1,38.89
40,C,32,2,35.84
40,A,32,3,40.84
40,C,33,1,52.25
40,A,33,2,45.76
40,B,33,3,57.11
40,C,34,1,42.05
40,B,34,2,32.96
40,A,34,3,47.6
40,A,35,1,49.06
40,C,35,2,40.26
40,B,35,3,48.04
40,B,36,1,33.99
40,A,36,2,36.86
40,C,36,3,37.8
41,A,1,1,52.84
41,B,1,2,43.73
41,C,1,3,48.74
41,B,2,1,55.17
41,C,2,2,55.42
41,A,2,3,47.7
41,C,3,1,40.66
41,A,3,2,57.24
41,B,3,3,41.67
41,C,4,1,50.05
41,B,4,2,51.62
41,A,4,3,48.27
41,A,5,1,49.78
41,C,5,2,41.85
41,B,5,3,55.09
41,B,6,1,46.57
41,A,6,2,38.99
41,C,6,3,38.22
41,A,7,1,52.44
41,B,7,2,50.57
41,C,7,3,39.39
41,B,8,1,48.24
41,C,8,2,42.04
41,A,8,3,42.68
41,C,9,1,36.09
41,A,9,2,41.93
41,B,9,3,41.13
41,C,10,1,37.13
41,B,10,2,35.63
41,A,10,3,49.8
41,A,11,1,38.9
41,C,11,2,38.2
41,B,11,3,36.29
41,B,12,1,52.07
41,A,12,2,48.14
41,C,12,3,43.44
41,A,13,1,50.24
41,B,13,2,39.95
41,C,13,3,43.92
41,B,14,1,53.58
41,C,14,2,36.31
41,A,14,3,43.44
41,C,15,1,40.67
41,A,15,2,38.77
41,B,15,3,47.62
41,C,16,1,40.18
41,B,16,2,43.45
41,A,16,3,46.52
41,A,17,1,44.08
41,C,17,2,28.09
41,B,17,3,26.63
41,B,18,1,49.51
41,A,18,2,54.31
41,C,18,3,45.77
41,A,19,1,58.49
41,B,19,2,49.01
41,C,19,3,44.02
41,B,20,1,50.11
41,C,20,2,50.38
41,A,20,3,44.69
41,C,21,1,42.81
41,A,21,2,42.18
41,B,21,3,42.29
41,C,22,1,47.38
41,B,22,2,48.23
41,A,22,3,55.29
41,A,23,1,58.17
41,C,23,2,45.55
41,B,23,3,45.45
41,B,24,1,47.57
41,A,24,2,46.64
41,C,24,3,38.45
41,A,25,1,46.84
41,B,25,2,30.51
41,C,25,3,40.51
41,B,26,1,37.59
41,C,26,2,36.23
41,A,26,3,36.9
41,C,27,1,62.12
41,A,27,2,56.69
41,B,27,3,52.24
41,C,28,1,50.15
41,B,28,2,56.35
41,A,28,3,49.37
41,A,29,1,58.46
41,C,29,2,55.2
41,B,29,3,52.3
41,B,30,1,52.28
41,A,30,2,56.34
41,C,30,3,49.05
41,A,31,1,37.35
41,B,31,2,36.69
41,C,31,3,42.82
41,B,32,1,40.08
41,C,32,2,33.74
41,A,32,3,25.71
41,C,33,1,38.07
41,A,33,2,44.86
41,B,33,3,38.52
41,C,34,1,58.86
41,B,34,2,55.51
41,A,34,3,57.9
41,A,35,1,50.93
41,C,35,2,40.87
41,B,35,3,49.49
41,B,36,1,45.42
41,A,36,2,45.9
41,C,36,3,51.71
41,A,37,1,46.72
41,B,37,2,39.87
41,C,37,3,43.94
41,B,38,1,48.83
41,C,38,2,39.15
41,A,38,3,46.27
41,C,39,1,57.46
41,A,39,2,52.15
41,B,39,3,45.15
41,C,40,1,51.93
41,B,40,2,46.07
41,A,40,3,52.47
41,A,41,1,47.62
41,C,41,2,35.51
41,B,41,3,49.71
41,B,42,1,43.03
41,A,42,2,45.55
41,C,42,3,42.72
42,A,1,1,59.17
42,B,1,2,48.43
42,C,1,3,55.98
42,B,2,1,40.38
42,C,2,2,37.94
42,A,2,3,49.04
42,C,3,1,37.58
42,A,3,2,40.47
42,B,3,3,43.08
42,C,4,1,45.08
42,B,4,2,31.9
42,A,4,3,35.04
42,A,5,1,45.76
42,C,5,2,37.76
42,B,5,3,45.04
42,B,6,1,45.21
42,A,6,2,49.8
42,C,6,3,50.97
42,A,7,1,52.09
42,B,7,2,49.75
42,C,7,3,40.76
42,B,8,1,46.05
42,C,8,2,43.85
42,A,8,3,54.21
42,C,9,1,47.7
42,A,9,2,51.73
42,B,9,3,51.31
42,C,10,1,30.25
42,B,10,2,39.19
42,A,10,3,49.94
42,A,11,1,38.3
42,C,11,2,37.23
42,B,11,3,41.8
42,B,12,1,36.72
42,A,12,2,42.55
42,C,12,3,35.17
42,A,13,1,49.63
42,B,13,2,42.56
42,C,13,3,39.62
